s (1,1) 330
(271,7) (271,8) 283
(272,7) (272,8) 756
(273,7) (273,8) 419
(274,7) (274,8) 743
(275,7) (275,8) 387
(276,7) (276,8) 348
(277,7) (277,8) 573
(278,7) (278,8) 463
(279,7) (279,8) 23
(280,7) (280,8) 738
(281,7) (281,8) 726
(282,7) (282,8) 154
(283,7) (283,8) 484
(284,7) (284,8) 722
(285,7) (285,8) 824
(286,7) (286,8) 820
(287,7) (287,8) 144
(288,7) (288,8) 604
(289,7) (289,8) 397
(290,7) (290,8) 874
(291,7) (291,8) 16
(292,7) (292,8) 413
(293,7) (293,8) 585
(294,7) (294,8) 663
(295,7) (295,8) 241
(296,7) (296,8) 533
(297,7) (297,8) 380
(298,7) (298,8) 425
(299,7) (299,8) 14
(300,7) (300,8) 724
(301,7) (301,8) 260
(302,7) (302,8) 238
(303,7) (303,8) 784
(304,7) (304,8) 945
(305,7) (305,8) 472
(306,7) (306,8) 774
(307,7) (307,8) 748
(308,7) (308,8) 705
(309,7) (309,8) 951
(310,7) (310,8) 430
(311,7) (311,8) 757
(312,7) (312,8) 744
(313,7) (313,8) 566
(314,7) (314,8) 790
(315,7) (315,8) 923
(316,7) (316,8) 447
(317,7) (317,8) 920
(318,7) (318,8) 216
(319,7) (319,8) 68
(320,7) (320,8) 59
(321,7) (321,8) 144
(322,7) (322,8) 909
(323,7) (323,8) 286
(324,7) (324,8) 726
(325,7) (325,8) 642
(326,7) (326,8) 670
(327,7) (327,8) 446
(328,7) (328,8) 900
(329,7) (329,8) 87
(330,7) (330,8) 364
(331,7) (331,8) 11
(332,7) (332,8) 531
(333,7) (333,8) 55
(334,7) (334,8) 284
(335,7) (335,8) 788
(336,7) (336,8) 704
(337,7) (337,8) 89
(338,7) (338,8) 123
(339,7) (339,8) 376
(340,7) (340,8) 826
(341,7) (341,8) 718
(342,7) (342,8) 257
(343,7) (343,8) 308
(344,7) (344,8) 909
(345,7) (345,8) 788
(346,7) (346,8) 277
(347,7) (347,8) 958
(348,7) (348,8) 214
(349,7) (349,8) 614
(350,7) (350,8) 85
(351,7) (351,8) 633
(352,7) (352,8) 470
(353,7) (353,8) 664
(354,7) (354,8) 744
(355,7) (355,8) 217
(356,7) (356,8) 229
(357,7) (357,8) 961
(358,7) (358,8) 507
(359,7) (359,8) 974
(360,7) (360,8) 964
(361,7) (361,8) 193
(362,7) (362,8) 644
(363,7) (363,8) 926
(364,7) (364,8) 670
(365,7) (365,8) 938
(366,7) (366,8) 902
(367,7) (367,8) 883
(368,7) (368,8) 156
(369,7) (369,8) 43
(370,7) (370,8) 665
(371,7) (371,8) 980
(372,7) (372,8) 636
(373,7) (373,8) 270
(374,7) (374,8) 909
(375,7) (375,8) 958
(376,7) (376,8) 637
(377,7) (377,8) 59
(378,7) (378,8) 227
(379,7) (379,8) 547
(380,7) (380,8) 522
(381,7) (381,8) 214
(382,7) (382,8) 928
(383,7) (383,8) 571
(384,7) (384,8) 8
(385,7) (385,8) 844
(386,7) (386,8) 303
(387,7) (387,8) 959
(388,7) (388,8) 614
(389,7) (389,8) 267
(390,7) (390,8) 298
(391,7) (391,8) 877
(392,7) (392,8) 280
(393,7) (393,8) 791
(394,7) (394,8) 533
(395,7) (395,8) 413
(396,7) (396,8) 200
(397,7) (397,8) 864
(398,7) (398,8) 463
(399,7) (399,8) 121
(400,7) (400,8) 833
(401,7) (401,8) 209
(402,7) (402,8) 117
(403,7) (403,8) 875
(404,7) (404,8) 41
(405,7) (405,8) 572
(406,7) (406,8) 389
(407,7) (407,8) 673
(408,7) (408,8) 155
(409,7) (409,8) 968
(410,7) (410,8) 972
(411,7) (411,8) 908
(412,7) (412,8) 278
(413,7) (413,8) 45
(414,7) (414,8) 676
(415,7) (415,8) 863
(416,7) (416,8) 182
(417,7) (417,8) 126
(418,7) (418,8) 942
(419,7) (419,8) 202
(420,7) (420,8) 229
(421,7) (421,8) 540
(422,7) (422,8) 8
(423,7) (423,8) 973
(424,7) (424,8) 965
(425,7) (425,8) 452
(426,7) (426,8) 827
(427,7) (427,8) 370
(428,7) (428,8) 525
(429,7) (429,8) 23
(430,7) (430,8) 899
(431,7) (431,8) 899
(432,7) (432,8) 789
(433,7) (433,8) 712
(434,7) (434,8) 747
(435,7) (435,8) 147
(436,7) (436,8) 471
(437,7) (437,8) 314
(438,7) (438,8) 21
(439,7) (439,8) 41
(440,7) (440,8) 956
(441,7) (441,8) 799
(442,7) (442,8) 428
(443,7) (443,8) 358
(444,7) (444,8) 440
(445,7) (445,8) 205
(446,7) (446,8) 302
(447,7) (447,8) 263
(448,7) (448,8) 348
(449,7) (449,8) 266
(450,7) (450,8) 857
(451,7) (451,8) 295
(452,7) (452,8) 870
(453,7) (453,8) 465
(454,7) (454,8) 704
(455,7) (455,8) 244
(456,7) (456,8) 295
(457,7) (457,8) 981
(458,7) (458,8) 569
(459,7) (459,8) 809
(460,7) (460,8) 681
(461,7) (461,8) 858
(462,7) (462,8) 231
(463,7) (463,8) 68
(464,7) (464,8) 98
(465,7) (465,8) 627
(466,7) (466,8) 872
(467,7) (467,8) 942
(468,7) (468,8) 961
(469,7) (469,8) 757
(470,7) (470,8) 666
(471,7) (471,8) 624
(472,7) (472,8) 484
(473,7) (473,8) 899
(474,7) (474,8) 206
(475,7) (475,8) 661
(476,7) (476,8) 652
(477,7) (477,8) 723
(478,7) (478,8) 881
(479,7) (479,8) 754
(480,7) (480,8) 597
(481,7) (481,8) 38
(482,7) (482,8) 763
(483,7) (483,8) 713
(484,7) (484,8) 94
(485,7) (485,8) 892
(486,7) (486,8) 430
(487,7) (487,8) 173
(488,7) (488,8) 705
(489,7) (489,8) 277
(490,7) (490,8) 765
(491,7) (491,8) 704
(492,7) (492,8) 144
(493,7) (493,8) 509
(494,7) (494,8) 334
(495,7) (495,8) 48
(496,7) (496,8) 453
(497,7) (497,8) 607
(498,7) (498,8) 534
(499,7) (499,8) 505
(500,7) (500,8) 211
(1,8) (1,9) 570
(2,8) (2,9) 247
(3,8) (3,9) 588
(4,8) (4,9) 374
(5,8) (5,9) 777
(6,8) (6,9) 712
(7,8) (7,9) 644
(8,8) (8,9) 20
(9,8) (9,9) 739
(10,8) (10,9) 417
(11,8) (11,9) 9
(12,8) (12,9) 687
(13,8) (13,9) 859
(14,8) (14,9) 394
(15,8) (15,9) 574
(16,8) (16,9) 352
(17,8) (17,9) 275
(18,8) (18,9) 247
(19,8) (19,9) 644
(20,8) (20,9) 201
(21,8) (21,9) 697
(22,8) (22,9) 154
(23,8) (23,9) 274
(24,8) (24,9) 558
(25,8) (25,9) 140
(26,8) (26,9) 453
(27,8) (27,9) 596
(28,8) (28,9) 665
(29,8) (29,9) 215
(30,8) (30,9) 266
(31,8) (31,9) 104
(32,8) (32,9) 785
(33,8) (33,9) 123
(34,8) (34,9) 457
(35,8) (35,9) 488
(36,8) (36,9) 239
(37,8) (37,9) 844
(38,8) (38,9) 781
(39,8) (39,9) 393
(40,8) (40,9) 373
(41,8) (41,9) 82
(42,8) (42,9) 899
(43,8) (43,9) 442
(44,8) (44,9) 635
(45,8) (45,9) 903
(46,8) (46,9) 616
(47,8) (47,9) 968
(48,8) (48,9) 183
(49,8) (49,9) 872
(50,8) (50,9) 62
(51,8) (51,9) 30
(52,8) (52,9) 440
(53,8) (53,9) 413
(54,8) (54,9) 627
(55,8) (55,9) 498
(56,8) (56,9) 560
(57,8) (57,9) 626
(58,8) (58,9) 247
(59,8) (59,9) 387
(60,8) (60,9) 35
(61,8) (61,9) 256
(62,8) (62,9) 87
(63,8) (63,9) 934
(64,8) (64,9) 448
(65,8) (65,9) 254
(66,8) (66,9) 995
(67,8) (67,9) 760
(68,8) (68,9) 651
(69,8) (69,9) 888
(70,8) (70,9) 488
(71,8) (71,9) 406
(72,8) (72,9) 284
(73,8) (73,9) 930
(74,8) (74,9) 394
(75,8) (75,9) 616
(76,8) (76,9) 904
(77,8) (77,9) 846
(78,8) (78,9) 370
(79,8) (79,9) 708
(80,8) (80,9) 513
(81,8) (81,9) 633
(82,8) (82,9) 912
(83,8) (83,9) 814
(84,8) (84,9) 421
(85,8) (85,9) 211
(86,8) (86,9) 654
(87,8) (87,9) 309
(88,8) (88,9) 464
(89,8) (89,9) 301
(90,8) (90,9) 992
(91,8) (91,9) 609
(92,8) (92,9) 391
(93,8) (93,9) 813
(94,8) (94,9) 475
(95,8) (95,9) 569
(96,8) (96,9) 66
(97,8) (97,9) 69
(98,8) (98,9) 1
(99,8) (99,9) 65
(100,8) (100,9) 429
(101,8) (101,9) 674
(102,8) (102,9) 190
(103,8) (103,9) 760
(104,8) (104,9) 644
(105,8) (105,9) 280
(106,8) (106,9) 507
(107,8) (107,9) 935
(108,8) (108,9) 928
(109,8) (109,9) 963
(110,8) (110,9) 876
(111,8) (111,9) 469
(112,8) (112,9) 778
(113,8) (113,9) 328
(114,8) (114,9) 344
(115,8) (115,9) 720
(116,8) (116,9) 482
(117,8) (117,9) 466
(118,8) (118,9) 453
(119,8) (119,9) 823
(120,8) (120,9) 236
(121,8) (121,9) 184
(122,8) (122,9) 501
(123,8) (123,9) 610
(124,8) (124,9) 48
(125,8) (125,9) 99
(126,8) (126,9) 217
(127,8) (127,9) 547
(128,8) (128,9) 821
(129,8) (129,9) 686
(130,8) (130,9) 896
(131,8) (131,9) 749
(132,8) (132,9) 834
(133,8) (133,9) 902
(134,8) (134,9) 748
(135,8) (135,9) 978
(136,8) (136,9) 65
(137,8) (137,9) 273
(138,8) (138,9) 281
(139,8) (139,9) 596
(140,8) (140,9) 135
(141,8) (141,9) 763
(142,8) (142,9) 67
(143,8) (143,9) 289
(144,8) (144,9) 508
(145,8) (145,9) 235
(146,8) (146,9) 475
(147,8) (147,9) 249
(148,8) (148,9) 668
(149,8) (149,9) 20
(150,8) (150,9) 309
(151,8) (151,9) 435
(152,8) (152,9) 431
(153,8) (153,9) 31
(154,8) (154,9) 769
(155,8) (155,9) 611
(156,8) (156,9) 387
(157,8) (157,9) 494
(158,8) (158,9) 164
(159,8) (159,9) 585
(160,8) (160,9) 332
(161,8) (161,9) 139
(162,8) (162,9) 819
(163,8) (163,9) 59
(164,8) (164,9) 486
(165,8) (165,9) 831
(166,8) (166,9) 684
(167,8) (167,9) 922
(168,8) (168,9) 999
(169,8) (169,9) 191
(170,8) (170,9) 576
(171,8) (171,9) 329
(172,8) (172,9) 547
(173,8) (173,9) 73
(174,8) (174,9) 473
(175,8) (175,9) 106
(176,8) (176,9) 212
(177,8) (177,9) 308
(178,8) (178,9) 444
(179,8) (179,9) 364
(180,8) (180,9) 894
(181,8) (181,9) 61
(182,8) (182,9) 210
(183,8) (183,9) 831
(184,8) (184,9) 829
(185,8) (185,9) 574
(186,8) (186,9) 769
(187,8) (187,9) 527
(188,8) (188,9) 940
(189,8) (189,9) 857
(190,8) (190,9) 594
(191,8) (191,9) 502
(192,8) (192,9) 275
(193,8) (193,9) 690
(194,8) (194,9) 551
(195,8) (195,9) 852
(196,8) (196,9) 356
(197,8) (197,9) 450
(198,8) (198,9) 699
(199,8) (199,9) 90
(200,8) (200,9) 106
(201,8) (201,9) 976
(202,8) (202,9) 965
(203,8) (203,9) 541
(204,8) (204,9) 966
(205,8) (205,9) 554
(206,8) (206,9) 746
(207,8) (207,9) 661
(208,8) (208,9) 487
(209,8) (209,9) 905
(210,8) (210,9) 247
(211,8) (211,9) 829
(212,8) (212,9) 749
(213,8) (213,9) 858
(214,8) (214,9) 808
(215,8) (215,9) 629
(216,8) (216,9) 875
(217,8) (217,9) 817
(218,8) (218,9) 784
(219,8) (219,9) 42
(220,8) (220,9) 911
(221,8) (221,9) 680
(222,8) (222,9) 869
(223,8) (223,9) 8
(224,8) (224,9) 734
(225,8) (225,9) 62
(226,8) (226,9) 903
(227,8) (227,9) 438
(228,8) (228,9) 305
(229,8) (229,9) 178
(230,8) (230,9) 5
(231,8) (231,9) 407
(232,8) (232,9) 806
(233,8) (233,9) 886
(234,8) (234,9) 323
(235,8) (235,9) 345
(236,8) (236,9) 125
(237,8) (237,9) 665
(238,8) (238,9) 804
(239,8) (239,9) 86
(240,8) (240,9) 352
(241,8) (241,9) 997
(242,8) (242,9) 857
(243,8) (243,9) 160
(244,8) (244,9) 581
(245,8) (245,9) 367
(246,8) (246,9) 411
(247,8) (247,9) 762
(248,8) (248,9) 619
(249,8) (249,9) 988
(250,8) (250,9) 538
(251,8) (251,9) 553
(252,8) (252,9) 855
(253,8) (253,9) 808
(254,8) (254,9) 770
(255,8) (255,9) 89
(256,8) (256,9) 282
(257,8) (257,9) 498
(258,8) (258,9) 887
(259,8) (259,9) 916
(260,8) (260,9) 408
(261,8) (261,9) 708
(262,8) (262,9) 902
(263,8) (263,9) 957
(264,8) (264,9) 80
(265,8) (265,9) 255
(266,8) (266,9) 887
(267,8) (267,9) 707
(268,8) (268,9) 347
(269,8) (269,9) 875
(270,8) (270,9) 618
(271,8) (271,9) 257
(272,8) (272,9) 355
(273,8) (273,9) 283
(274,8) (274,9) 773
(275,8) (275,9) 762
(276,8) (276,9) 809
(277,8) (277,9) 575
(278,8) (278,9) 943
(279,8) (279,9) 137
(280,8) (280,9) 363
(281,8) (281,9) 379
(282,8) (282,9) 404
(283,8) (283,9) 63
(284,8) (284,9) 568
(285,8) (285,9) 645
(286,8) (286,9) 422
(287,8) (287,9) 838
(288,8) (288,9) 849
(289,8) (289,9) 572
(290,8) (290,9) 652
(291,8) (291,9) 746
(292,8) (292,9) 534
(293,8) (293,9) 436
(294,8) (294,9) 105
(295,8) (295,9) 959
(296,8) (296,9) 154
(297,8) (297,9) 629
(298,8) (298,9) 300
(299,8) (299,9) 14
(300,8) (300,9) 701
(301,8) (301,9) 507
(302,8) (302,9) 856
(303,8) (303,9) 729
(304,8) (304,9) 844
(305,8) (305,9) 449
(306,8) (306,9) 567
(307,8) (307,9) 734
(308,8) (308,9) 102
(309,8) (309,9) 959
(310,8) (310,9) 344
(311,8) (311,9) 216
(312,8) (312,9) 501
(313,8) (313,9) 250
(314,8) (314,9) 273
(315,8) (315,9) 192
(316,8) (316,9) 824
(317,8) (317,9) 338
(318,8) (318,9) 883
(319,8) (319,9) 11
(320,8) (320,9) 977
(321,8) (321,9) 215
(322,8) (322,9) 489
(323,8) (323,9) 477
(324,8) (324,9) 695
(325,8) (325,9) 565
(326,8) (326,9) 852
(327,8) (327,9) 51
(328,8) (328,9) 626
(329,8) (329,9) 246
(330,8) (330,9) 127
(331,8) (331,9) 566
(332,8) (332,9) 967
(333,8) (333,9) 126
(334,8) (334,9) 817
(335,8) (335,9) 491
(336,8) (336,9) 711
(337,8) (337,9) 18
(338,8) (338,9) 156
(339,8) (339,9) 624
(340,8) (340,9) 960
(341,8) (341,9) 562
(342,8) (342,9) 825
(343,8) (343,9) 97
(344,8) (344,9) 831
(345,8) (345,9) 789
(346,8) (346,9) 102
(347,8) (347,9) 304
(348,8) (348,9) 680
(349,8) (349,9) 44
(350,8) (350,9) 46
(351,8) (351,9) 75
(352,8) (352,9) 501
(353,8) (353,9) 983
(354,8) (354,9) 427
(355,8) (355,9) 343
(356,8) (356,9) 551
(357,8) (357,9) 507
(358,8) (358,9) 938
(359,8) (359,9) 931
(360,8) (360,9) 227
(361,8) (361,9) 5
(362,8) (362,9) 762
(363,8) (363,9) 743
(364,8) (364,9) 668
(365,8) (365,9) 432
(366,8) (366,9) 403
(367,8) (367,9) 707
(368,8) (368,9) 769
(369,8) (369,9) 650
(370,8) (370,9) 64
(371,8) (371,9) 388
(372,8) (372,9) 754
(373,8) (373,9) 116
(374,8) (374,9) 272
(375,8) (375,9) 465
(376,8) (376,9) 541
(377,8) (377,9) 857
(378,8) (378,9) 302
(379,8) (379,9) 116
(380,8) (380,9) 759
(381,8) (381,9) 982
(382,8) (382,9) 435
(383,8) (383,9) 348
(384,8) (384,9) 265
(385,8) (385,9) 7
(386,8) (386,9) 429
(387,8) (387,9) 327
(388,8) (388,9) 561
(389,8) (389,9) 179
(390,8) (390,9) 758
(391,8) (391,9) 540
(392,8) (392,9) 785
(393,8) (393,9) 773
(394,8) (394,9) 348
(395,8) (395,9) 678
(396,8) (396,9) 937
(397,8) (397,9) 524
(398,8) (398,9) 896
(399,8) (399,9) 165
(400,8) (400,9) 76
(401,8) (401,9) 980
(402,8) (402,9) 765
(403,8) (403,9) 591
(404,8) (404,9) 697
(405,8) (405,9) 859
(406,8) (406,9) 903
(407,8) (407,9) 524
(408,8) (408,9) 473
(409,8) (409,9) 192
(410,8) (410,9) 678
(411,8) (411,9) 647
(412,8) (412,9) 847
(413,8) (413,9) 293
(414,8) (414,9) 69
(415,8) (415,9) 968
(416,8) (416,9) 33
(417,8) (417,9) 773
(418,8) (418,9) 827
(419,8) (419,9) 134
(420,8) (420,9) 754
(421,8) (421,9) 552
(422,8) (422,9) 230
(423,8) (423,9) 602
(424,8) (424,9) 665
(425,8) (425,9) 436
(426,8) (426,9) 542
(427,8) (427,9) 182
(428,8) (428,9) 201
(429,8) (429,9) 326
(430,8) (430,9) 77
(431,8) (431,9) 69
(432,8) (432,9) 14
(433,8) (433,9) 422
(434,8) (434,9) 377
(435,8) (435,9) 332
(436,8) (436,9) 449
(437,8) (437,9) 88
(438,8) (438,9) 380
(439,8) (439,9) 310
(440,8) (440,9) 80
(441,8) (441,9) 927
(442,8) (442,9) 153
(443,8) (443,9) 765
(444,8) (444,9) 5
(445,8) (445,9) 908
(446,8) (446,9) 882
(447,8) (447,9) 316
(448,8) (448,9) 369
(449,8) (449,9) 988
(450,8) (450,9) 122
(451,8) (451,9) 938
(452,8) (452,9) 157
(453,8) (453,9) 679
(454,8) (454,9) 948
(455,8) (455,9) 472
(456,8) (456,9) 213
(457,8) (457,9) 381
(458,8) (458,9) 951
(459,8) (459,9) 604
(460,8) (460,9) 282
(461,8) (461,9) 899
(462,8) (462,9) 334
(463,8) (463,9) 590
(464,8) (464,9) 602
(465,8) (465,9) 283
(466,8) (466,9) 256
(467,8) (467,9) 951
(468,8) (468,9) 413
(469,8) (469,9) 354
(470,8) (470,9) 57
(471,8) (471,9) 698
(472,8) (472,9) 183
(473,8) (473,9) 42
(474,8) (474,9) 227
(475,8) (475,9) 739
(476,8) (476,9) 5
(477,8) (477,9) 928
(478,8) (478,9) 141
(479,8) (479,9) 451
(480,8) (480,9) 662
(481,8) (481,9) 632
(482,8) (482,9) 309
(483,8) (483,9) 390
(484,8) (484,9) 127
(485,8) (485,9) 972
(486,8) (486,9) 693
(487,8) (487,9) 635
(488,8) (488,9) 819
(489,8) (489,9) 676
(490,8) (490,9) 592
(491,8) (491,9) 50
(492,8) (492,9) 678
(493,8) (493,9) 687
(494,8) (494,9) 216
(495,8) (495,9) 709
(496,8) (496,9) 508
(497,8) (497,9) 663
(498,8) (498,9) 573
(499,8) (499,9) 109
(500,8) (500,9) 970
(1,9) (1,10) 43
(2,9) (2,10) 499
(3,9) (3,10) 621
(4,9) (4,10) 528
(5,9) (5,10) 830
(6,9) (6,10) 153
(7,9) (7,10) 251
(8,9) (8,10) 970
(9,9) (9,10) 788
(10,9) (10,10) 185
(11,9) (11,10) 107
(12,9) (12,10) 818
(13,9) (13,10) 581
(14,9) (14,10) 281
(15,9) (15,10) 94
(16,9) (16,10) 580
(17,9) (17,10) 842
(18,9) (18,10) 61
(19,9) (19,10) 335
(20,9) (20,10) 846
(21,9) (21,10) 980
(22,9) (22,10) 895
(23,9) (23,10) 894
(24,9) (24,10) 265
(25,9) (25,10) 765
(26,9) (26,10) 445
(27,9) (27,10) 518
(28,9) (28,10) 528
(29,9) (29,10) 614
(30,9) (30,10) 932
(31,9) (31,10) 49
(32,9) (32,10) 284
(33,9) (33,10) 767
(34,9) (34,10) 438
(35,9) (35,10) 387
(36,9) (36,10) 865
(37,9) (37,10) 949
(38,9) (38,10) 670
(39,9) (39,10) 187
(40,9) (40,10) 409
(41,9) (41,10) 805
(42,9) (42,10) 412
(43,9) (43,10) 814
(44,9) (44,10) 867
(45,9) (45,10) 983
(46,9) (46,10) 289
(47,9) (47,10) 598
(48,9) (48,10) 712
(49,9) (49,10) 358
(50,9) (50,10) 144
(51,9) (51,10) 800
(52,9) (52,10) 882
(53,9) (53,10) 907
(54,9) (54,10) 975
(55,9) (55,10) 236
(56,9) (56,10) 816
(57,9) (57,10) 729
(58,9) (58,10) 449
(59,9) (59,10) 461
(60,9) (60,10) 66
(61,9) (61,10) 428
(62,9) (62,10) 962
(63,9) (63,10) 943
(64,9) (64,10) 326
(65,9) (65,10) 155
(66,9) (66,10) 638
(67,9) (67,10) 912
(68,9) (68,10) 645
(69,9) (69,10) 604
(70,9) (70,10) 406
(71,9) (71,10) 599
(72,9) (72,10) 390
(73,9) (73,10) 46
(74,9) (74,10) 976
(75,9) (75,10) 65
(76,9) (76,10) 468
(77,9) (77,10) 338
(78,9) (78,10) 298
(79,9) (79,10) 547
(80,9) (80,10) 734
(81,9) (81,10) 555
(82,9) (82,10) 394
(83,9) (83,10) 826
(84,9) (84,10) 587
(85,9) (85,10) 708
(86,9) (86,10) 733
(87,9) (87,10) 702
(88,9) (88,10) 647
(89,9) (89,10) 177
(90,9) (90,10) 818
(91,9) (91,10) 37
(92,9) (92,10) 719
(93,9) (93,10) 837
(94,9) (94,10) 2
(95,9) (95,10) 843
(96,9) (96,10) 901
(97,9) (97,10) 26
(98,9) (98,10) 447
(99,9) (99,10) 55
(100,9) (100,10) 760
(101,9) (101,10) 848
(102,9) (102,10) 358
(103,9) (103,10) 17
(104,9) (104,10) 108
(105,9) (105,10) 692
(106,9) (106,10) 986
(107,9) (107,10) 664
(108,9) (108,10) 625
(109,9) (109,10) 498
(110,9) (110,10) 991
(111,9) (111,10) 760
(112,9) (112,10) 691
(113,9) (113,10) 413
(114,9) (114,10) 775
(115,9) (115,10) 80
(116,9) (116,10) 373
(117,9) (117,10) 411
(118,9) (118,10) 940
(119,9) (119,10) 154
(120,9) (120,10) 794
(121,9) (121,10) 470
(122,9) (122,10) 619
(123,9) (123,10) 443
(124,9) (124,10) 98
(125,9) (125,10) 341
(126,9) (126,10) 121
(127,9) (127,10) 698
(128,9) (128,10) 885
(129,9) (129,10) 793
(130,9) (130,10) 125
(131,9) (131,10) 462
(132,9) (132,10) 799
(133,9) (133,10) 59
(134,9) (134,10) 865
(135,9) (135,10) 247
(136,9) (136,10) 192
(137,9) (137,10) 611
(138,9) (138,10) 878
(139,9) (139,10) 111
(140,9) (140,10) 366
(141,9) (141,10) 315
(142,9) (142,10) 724
(143,9) (143,10) 770
(144,9) (144,10) 290
(145,9) (145,10) 842
(146,9) (146,10) 507
(147,9) (147,10) 880
(148,9) (148,10) 740
(149,9) (149,10) 340
(150,9) (150,10) 201
(151,9) (151,10) 483
(152,9) (152,10) 780
(153,9) (153,10) 918
(154,9) (154,10) 1000
(155,9) (155,10) 27
(156,9) (156,10) 646
(157,9) (157,10) 800
(158,9) (158,10) 170
(159,9) (159,10) 863
(160,9) (160,10) 985
(161,9) (161,10) 372
(162,9) (162,10) 44
(163,9) (163,10) 207
(164,9) (164,10) 980
(165,9) (165,10) 906
(166,9) (166,10) 428
(167,9) (167,10) 685
(168,9) (168,10) 565
(169,9) (169,10) 830
(170,9) (170,10) 873
(171,9) (171,10) 529
(172,9) (172,10) 328
(173,9) (173,10) 393
(174,9) (174,10) 670
(175,9) (175,10) 819
(176,9) (176,10) 576
(177,9) (177,10) 323
(178,9) (178,10) 394
(179,9) (179,10) 571
(180,9) (180,10) 741
(181,9) (181,10) 435
(182,9) (182,10) 791
(183,9) (183,10) 909
(184,9) (184,10) 450
(185,9) (185,10) 717
(186,9) (186,10) 244
(187,9) (187,10) 329
(188,9) (188,10) 569
(189,9) (189,10) 450
(190,9) (190,10) 225
(191,9) (191,10) 454
(192,9) (192,10) 902
(193,9) (193,10) 134
(194,9) (194,10) 663
(195,9) (195,10) 7
(196,9) (196,10) 77
(197,9) (197,10) 74
(198,9) (198,10) 370
(199,9) (199,10) 285
(200,9) (200,10) 289
(201,9) (201,10) 281
(202,9) (202,10) 205
(203,9) (203,10) 35
(204,9) (204,10) 249
(205,9) (205,10) 768
(206,9) (206,10) 72
(207,9) (207,10) 137
(208,9) (208,10) 209
(209,9) (209,10) 983
(210,9) (210,10) 447
(211,9) (211,10) 560
(212,9) (212,10) 283
(213,9) (213,10) 436
(214,9) (214,10) 426
(215,9) (215,10) 725
(216,9) (216,10) 152
(217,9) (217,10) 358
(218,9) (218,10) 756
(219,9) (219,10) 585
(220,9) (220,10) 639
(221,9) (221,10) 999
(222,9) (222,10) 659
(223,9) (223,10) 236
(224,9) (224,10) 7
(225,9) (225,10) 315
(226,9) (226,10) 492
(227,9) (227,10) 177
(228,9) (228,10) 549
(229,9) (229,10) 229
(230,9) (230,10) 528
(231,9) (231,10) 5
(232,9) (232,10) 253
(233,9) (233,10) 513
(234,9) (234,10) 606
(235,9) (235,10) 481
(236,9) (236,10) 375
(237,9) (237,10) 820
(238,9) (238,10) 286
(239,9) (239,10) 375
(240,9) (240,10) 232
(241,9) (241,10) 143
(242,9) (242,10) 336
(243,9) (243,10) 826
(244,9) (244,10) 674
(245,9) (245,10) 443
(246,9) (246,10) 319
(247,9) (247,10) 182
(248,9) (248,10) 873
(249,9) (249,10) 566
(250,9) (250,10) 613
(251,9) (251,10) 870
(252,9) (252,10) 354
(253,9) (253,10) 867
(254,9) (254,10) 947
(255,9) (255,10) 476
(256,9) (256,10) 130
(257,9) (257,10) 816
(258,9) (258,10) 653
(259,9) (259,10) 747
(260,9) (260,10) 368
(261,9) (261,10) 761
(262,9) (262,10) 305
(263,9) (263,10) 128
(264,9) (264,10) 208
(265,9) (265,10) 10
(266,9) (266,10) 98
(267,9) (267,10) 751
(268,9) (268,10) 173
(269,9) (269,10) 817
(270,9) (270,10) 877
(271,9) (271,10) 506
(272,9) (272,10) 394
(273,9) (273,10) 770
(274,9) (274,10) 887
(275,9) (275,10) 676
(276,9) (276,10) 766
(277,9) (277,10) 876
(278,9) (278,10) 697
(279,9) (279,10) 236
(280,9) (280,10) 194
(281,9) (281,10) 641
(282,9) (282,10) 985
(283,9) (283,10) 301
(284,9) (284,10) 503
(285,9) (285,10) 379
(286,9) (286,10) 926
(287,9) (287,10) 634
(288,9) (288,10) 561
(289,9) (289,10) 457
(290,9) (290,10) 608
(291,9) (291,10) 191
(292,9) (292,10) 466
(293,9) (293,10) 641
(294,9) (294,10) 345
(295,9) (295,10) 290
(296,9) (296,10) 748
(297,9) (297,10) 367
(298,9) (298,10) 84
(299,9) (299,10) 376
(300,9) (300,10) 791
(301,9) (301,10) 692
(302,9) (302,10) 608
(303,9) (303,10) 645
(304,9) (304,10) 883
(305,9) (305,10) 402
(306,9) (306,10) 417
(307,9) (307,10) 219
(308,9) (308,10) 875
(309,9) (309,10) 459
(310,9) (310,10) 668
(311,9) (311,10) 675
(312,9) (312,10) 486
(313,9) (313,10) 921
(314,9) (314,10) 77
(315,9) (315,10) 282
(316,9) (316,10) 963
(317,9) (317,10) 449
(318,9) (318,10) 911
(319,9) (319,10) 426
(320,9) (320,10) 464
(321,9) (321,10) 273
(322,9) (322,10) 367
(323,9) (323,10) 802
(324,9) (324,10) 703
(325,9) (325,10) 760
(326,9) (326,10) 517
(327,9) (327,10) 168
(328,9) (328,10) 118
(329,9) (329,10) 853
(330,9) (330,10) 55
(331,9) (331,10) 818
(332,9) (332,10) 649
(333,9) (333,10) 503
(334,9) (334,10) 324
(335,9) (335,10) 572
(336,9) (336,10) 982
(337,9) (337,10) 859
(338,9) (338,10) 762
(339,9) (339,10) 139
(340,9) (340,10) 357
(341,9) (341,10) 68
(342,9) (342,10) 197
(343,9) (343,10) 400
(344,9) (344,10) 114
(345,9) (345,10) 421
(346,9) (346,10) 45
