s (1,1) 270
(765,4) (765,5) 42
(766,4) (766,5) 431
(767,4) (767,5) 601
(768,4) (768,5) 726
(769,4) (769,5) 501
(770,4) (770,5) 851
(771,4) (771,5) 484
(772,4) (772,5) 705
(773,4) (773,5) 804
(774,4) (774,5) 200
(775,4) (775,5) 877
(776,4) (776,5) 331
(777,4) (777,5) 5
(778,4) (778,5) 806
(779,4) (779,5) 189
(780,4) (780,5) 104
(781,4) (781,5) 689
(782,4) (782,5) 69
(783,4) (783,5) 850
(784,4) (784,5) 855
(785,4) (785,5) 54
(786,4) (786,5) 132
(787,4) (787,5) 510
(788,4) (788,5) 149
(789,4) (789,5) 759
(790,4) (790,5) 531
(791,4) (791,5) 706
(792,4) (792,5) 880
(793,4) (793,5) 759
(794,4) (794,5) 321
(795,4) (795,5) 175
(796,4) (796,5) 721
(797,4) (797,5) 884
(798,4) (798,5) 307
(799,4) (799,5) 533
(800,4) (800,5) 894
(801,4) (801,5) 640
(802,4) (802,5) 410
(803,4) (803,5) 4
(804,4) (804,5) 843
(805,4) (805,5) 460
(806,4) (806,5) 808
(807,4) (807,5) 687
(808,4) (808,5) 661
(809,4) (809,5) 997
(810,4) (810,5) 790
(811,4) (811,5) 634
(812,4) (812,5) 722
(813,4) (813,5) 624
(814,4) (814,5) 509
(815,4) (815,5) 736
(816,4) (816,5) 681
(817,4) (817,5) 561
(818,4) (818,5) 23
(819,4) (819,5) 903
(820,4) (820,5) 290
(821,4) (821,5) 199
(822,4) (822,5) 545
(823,4) (823,5) 319
(824,4) (824,5) 745
(825,4) (825,5) 684
(826,4) (826,5) 392
(827,4) (827,5) 805
(828,4) (828,5) 628
(829,4) (829,5) 184
(830,4) (830,5) 628
(831,4) (831,5) 598
(832,4) (832,5) 206
(833,4) (833,5) 77
(834,4) (834,5) 13
(835,4) (835,5) 214
(836,4) (836,5) 15
(837,4) (837,5) 430
(838,4) (838,5) 825
(839,4) (839,5) 137
(840,4) (840,5) 602
(841,4) (841,5) 296
(842,4) (842,5) 432
(843,4) (843,5) 809
(844,4) (844,5) 972
(845,4) (845,5) 706
(846,4) (846,5) 596
(847,4) (847,5) 750
(848,4) (848,5) 772
(849,4) (849,5) 305
(850,4) (850,5) 120
(851,4) (851,5) 523
(852,4) (852,5) 467
(853,4) (853,5) 332
(854,4) (854,5) 563
(855,4) (855,5) 373
(856,4) (856,5) 440
(857,4) (857,5) 447
(858,4) (858,5) 737
(859,4) (859,5) 399
(860,4) (860,5) 920
(861,4) (861,5) 882
(862,4) (862,5) 895
(863,4) (863,5) 248
(864,4) (864,5) 185
(865,4) (865,5) 937
(866,4) (866,5) 456
(867,4) (867,5) 182
(868,4) (868,5) 810
(869,4) (869,5) 287
(870,4) (870,5) 97
(871,4) (871,5) 236
(872,4) (872,5) 241
(873,4) (873,5) 923
(874,4) (874,5) 14
(875,4) (875,5) 935
(876,4) (876,5) 944
(877,4) (877,5) 333
(878,4) (878,5) 159
(879,4) (879,5) 470
(880,4) (880,5) 133
(881,4) (881,5) 682
(882,4) (882,5) 410
(883,4) (883,5) 775
(884,4) (884,5) 60
(885,4) (885,5) 122
(886,4) (886,5) 94
(887,4) (887,5) 631
(888,4) (888,5) 67
(889,4) (889,5) 243
(890,4) (890,5) 321
(891,4) (891,5) 146
(892,4) (892,5) 345
(893,4) (893,5) 855
(894,4) (894,5) 207
(895,4) (895,5) 64
(896,4) (896,5) 204
(897,4) (897,5) 216
(898,4) (898,5) 967
(899,4) (899,5) 544
(900,4) (900,5) 119
(901,4) (901,5) 131
(902,4) (902,5) 44
(903,4) (903,5) 118
(904,4) (904,5) 484
(905,4) (905,5) 978
(906,4) (906,5) 349
(907,4) (907,5) 15
(908,4) (908,5) 427
(909,4) (909,5) 244
(910,4) (910,5) 809
(911,4) (911,5) 46
(912,4) (912,5) 839
(913,4) (913,5) 607
(914,4) (914,5) 435
(915,4) (915,5) 288
(916,4) (916,5) 865
(917,4) (917,5) 886
(918,4) (918,5) 173
(919,4) (919,5) 401
(920,4) (920,5) 660
(921,4) (921,5) 333
(922,4) (922,5) 252
(923,4) (923,5) 985
(924,4) (924,5) 908
(925,4) (925,5) 281
(926,4) (926,5) 424
(927,4) (927,5) 953
(928,4) (928,5) 291
(929,4) (929,5) 957
(930,4) (930,5) 590
(931,4) (931,5) 167
(932,4) (932,5) 290
(933,4) (933,5) 94
(934,4) (934,5) 156
(935,4) (935,5) 546
(936,4) (936,5) 344
(937,4) (937,5) 152
(938,4) (938,5) 833
(939,4) (939,5) 295
(940,4) (940,5) 842
(941,4) (941,5) 418
(942,4) (942,5) 919
(943,4) (943,5) 241
(944,4) (944,5) 791
(945,4) (945,5) 781
(946,4) (946,5) 261
(947,4) (947,5) 839
(948,4) (948,5) 455
(949,4) (949,5) 522
(950,4) (950,5) 981
(951,4) (951,5) 160
(952,4) (952,5) 527
(953,4) (953,5) 80
(954,4) (954,5) 478
(955,4) (955,5) 242
(956,4) (956,5) 12
(957,4) (957,5) 397
(958,4) (958,5) 311
(959,4) (959,5) 743
(960,4) (960,5) 50
(961,4) (961,5) 428
(962,4) (962,5) 921
(963,4) (963,5) 169
(964,4) (964,5) 751
(965,4) (965,5) 573
(966,4) (966,5) 184
(967,4) (967,5) 572
(968,4) (968,5) 33
(969,4) (969,5) 994
(970,4) (970,5) 822
(971,4) (971,5) 225
(972,4) (972,5) 40
(973,4) (973,5) 677
(974,4) (974,5) 748
(975,4) (975,5) 252
(976,4) (976,5) 153
(977,4) (977,5) 639
(978,4) (978,5) 653
(979,4) (979,5) 91
(980,4) (980,5) 104
(981,4) (981,5) 851
(982,4) (982,5) 281
(983,4) (983,5) 399
(984,4) (984,5) 202
(985,4) (985,5) 9
(986,4) (986,5) 419
(987,4) (987,5) 439
(988,4) (988,5) 140
(989,4) (989,5) 695
(990,4) (990,5) 95
(991,4) (991,5) 975
(992,4) (992,5) 364
(993,4) (993,5) 178
(994,4) (994,5) 524
(995,4) (995,5) 384
(996,4) (996,5) 802
(997,4) (997,5) 418
(998,4) (998,5) 881
(999,4) (999,5) 792
(1000,4) (1000,5) 866
(1,5) (1,6) 323
(2,5) (2,6) 336
(3,5) (3,6) 642
(4,5) (4,6) 328
(5,5) (5,6) 344
(6,5) (6,6) 180
(7,5) (7,6) 761
(8,5) (8,6) 640
(9,5) (9,6) 26
(10,5) (10,6) 144
(11,5) (11,6) 31
(12,5) (12,6) 618
(13,5) (13,6) 822
(14,5) (14,6) 285
(15,5) (15,6) 98
(16,5) (16,6) 407
(17,5) (17,6) 572
(18,5) (18,6) 839
(19,5) (19,6) 181
(20,5) (20,6) 674
(21,5) (21,6) 99
(22,5) (22,6) 69
(23,5) (23,6) 492
(24,5) (24,6) 734
(25,5) (25,6) 555
(26,5) (26,6) 867
(27,5) (27,6) 840
(28,5) (28,6) 935
(29,5) (29,6) 266
(30,5) (30,6) 85
(31,5) (31,6) 267
(32,5) (32,6) 927
(33,5) (33,6) 344
(34,5) (34,6) 491
(35,5) (35,6) 454
(36,5) (36,6) 881
(37,5) (37,6) 446
(38,5) (38,6) 60
(39,5) (39,6) 582
(40,5) (40,6) 202
(41,5) (41,6) 553
(42,5) (42,6) 168
(43,5) (43,6) 630
(44,5) (44,6) 240
(45,5) (45,6) 709
(46,5) (46,6) 230
(47,5) (47,6) 605
(48,5) (48,6) 218
(49,5) (49,6) 228
(50,5) (50,6) 950
(51,5) (51,6) 104
(52,5) (52,6) 2
(53,5) (53,6) 294
(54,5) (54,6) 364
(55,5) (55,6) 770
(56,5) (56,6) 99
(57,5) (57,6) 346
(58,5) (58,6) 473
(59,5) (59,6) 463
(60,5) (60,6) 267
(61,5) (61,6) 770
(62,5) (62,6) 128
(63,5) (63,6) 928
(64,5) (64,6) 302
(65,5) (65,6) 556
(66,5) (66,6) 202
(67,5) (67,6) 17
(68,5) (68,6) 420
(69,5) (69,6) 573
(70,5) (70,6) 151
(71,5) (71,6) 183
(72,5) (72,6) 784
(73,5) (73,6) 681
(74,5) (74,6) 514
(75,5) (75,6) 925
(76,5) (76,6) 478
(77,5) (77,6) 485
(78,5) (78,6) 191
(79,5) (79,6) 677
(80,5) (80,6) 185
(81,5) (81,6) 830
(82,5) (82,6) 163
(83,5) (83,6) 595
(84,5) (84,6) 174
(85,5) (85,6) 434
(86,5) (86,6) 656
(87,5) (87,6) 861
(88,5) (88,6) 720
(89,5) (89,6) 179
(90,5) (90,6) 948
(91,5) (91,6) 703
(92,5) (92,6) 497
(93,5) (93,6) 260
(94,5) (94,6) 925
(95,5) (95,6) 764
(96,5) (96,6) 9
(97,5) (97,6) 660
(98,5) (98,6) 323
(99,5) (99,6) 190
(100,5) (100,6) 478
(101,5) (101,6) 136
(102,5) (102,6) 345
(103,5) (103,6) 94
(104,5) (104,6) 961
(105,5) (105,6) 949
(106,5) (106,6) 906
(107,5) (107,6) 487
(108,5) (108,6) 888
(109,5) (109,6) 347
(110,5) (110,6) 964
(111,5) (111,6) 797
(112,5) (112,6) 470
(113,5) (113,6) 373
(114,5) (114,6) 76
(115,5) (115,6) 235
(116,5) (116,6) 691
(117,5) (117,6) 196
(118,5) (118,6) 750
(119,5) (119,6) 666
(120,5) (120,6) 825
(121,5) (121,6) 747
(122,5) (122,6) 214
(123,5) (123,6) 462
(124,5) (124,6) 92
(125,5) (125,6) 430
(126,5) (126,6) 224
(127,5) (127,6) 81
(128,5) (128,6) 805
(129,5) (129,6) 76
(130,5) (130,6) 640
(131,5) (131,6) 83
(132,5) (132,6) 636
(133,5) (133,6) 883
(134,5) (134,6) 775
(135,5) (135,6) 857
(136,5) (136,6) 527
(137,5) (137,6) 2
(138,5) (138,6) 180
(139,5) (139,6) 786
(140,5) (140,6) 475
(141,5) (141,6) 889
(142,5) (142,6) 314
(143,5) (143,6) 953
(144,5) (144,6) 941
(145,5) (145,6) 757
(146,5) (146,6) 691
(147,5) (147,6) 245
(148,5) (148,6) 238
(149,5) (149,6) 321
(150,5) (150,6) 385
(151,5) (151,6) 60
(152,5) (152,6) 905
(153,5) (153,6) 198
(154,5) (154,6) 36
(155,5) (155,6) 541
(156,5) (156,6) 834
(157,5) (157,6) 34
(158,5) (158,6) 6
(159,5) (159,6) 85
(160,5) (160,6) 557
(161,5) (161,6) 287
(162,5) (162,6) 423
(163,5) (163,6) 362
(164,5) (164,6) 736
(165,5) (165,6) 706
(166,5) (166,6) 245
(167,5) (167,6) 843
(168,5) (168,6) 14
(169,5) (169,6) 988
(170,5) (170,6) 779
(171,5) (171,6) 232
(172,5) (172,6) 233
(173,5) (173,6) 797
(174,5) (174,6) 453
(175,5) (175,6) 934
(176,5) (176,6) 4
(177,5) (177,6) 508
(178,5) (178,6) 934
(179,5) (179,6) 875
(180,5) (180,6) 898
(181,5) (181,6) 491
(182,5) (182,6) 390
(183,5) (183,6) 223
(184,5) (184,6) 613
(185,5) (185,6) 535
(186,5) (186,6) 291
(187,5) (187,6) 731
(188,5) (188,6) 639
(189,5) (189,6) 558
(190,5) (190,6) 450
(191,5) (191,6) 812
(192,5) (192,6) 206
(193,5) (193,6) 857
(194,5) (194,6) 122
(195,5) (195,6) 311
(196,5) (196,6) 440
(197,5) (197,6) 865
(198,5) (198,6) 270
(199,5) (199,6) 81
(200,5) (200,6) 772
(201,5) (201,6) 989
(202,5) (202,6) 437
(203,5) (203,6) 766
(204,5) (204,6) 368
(205,5) (205,6) 345
(206,5) (206,6) 536
(207,5) (207,6) 135
(208,5) (208,6) 780
(209,5) (209,6) 259
(210,5) (210,6) 751
(211,5) (211,6) 937
(212,5) (212,6) 971
(213,5) (213,6) 247
(214,5) (214,6) 240
(215,5) (215,6) 656
(216,5) (216,6) 473
(217,5) (217,6) 651
(218,5) (218,6) 629
(219,5) (219,6) 123
(220,5) (220,6) 261
(221,5) (221,6) 12
(222,5) (222,6) 760
(223,5) (223,6) 912
(224,5) (224,6) 412
(225,5) (225,6) 679
(226,5) (226,6) 510
(227,5) (227,6) 216
(228,5) (228,6) 879
(229,5) (229,6) 396
(230,5) (230,6) 902
(231,5) (231,6) 493
(232,5) (232,6) 123
(233,5) (233,6) 188
(234,5) (234,6) 45
(235,5) (235,6) 480
(236,5) (236,6) 59
(237,5) (237,6) 307
(238,5) (238,6) 39
(239,5) (239,6) 184
(240,5) (240,6) 804
(241,5) (241,6) 504
(242,5) (242,6) 451
(243,5) (243,6) 981
(244,5) (244,6) 269
(245,5) (245,6) 106
(246,5) (246,6) 19
(247,5) (247,6) 450
(248,5) (248,6) 840
(249,5) (249,6) 13
(250,5) (250,6) 839
(251,5) (251,6) 424
(252,5) (252,6) 593
(253,5) (253,6) 994
(254,5) (254,6) 557
(255,5) (255,6) 687
(256,5) (256,6) 603
(257,5) (257,6) 428
(258,5) (258,6) 495
(259,5) (259,6) 319
(260,5) (260,6) 169
(261,5) (261,6) 583
(262,5) (262,6) 50
(263,5) (263,6) 733
(264,5) (264,6) 576
(265,5) (265,6) 403
(266,5) (266,6) 246
(267,5) (267,6) 426
(268,5) (268,6) 142
(269,5) (269,6) 910
(270,5) (270,6) 798
(271,5) (271,6) 189
(272,5) (272,6) 646
(273,5) (273,6) 639
(274,5) (274,6) 982
(275,5) (275,6) 769
(276,5) (276,6) 12
(277,5) (277,6) 246
(278,5) (278,6) 140
(279,5) (279,6) 953
(280,5) (280,6) 623
(281,5) (281,6) 170
(282,5) (282,6) 597
(283,5) (283,6) 735
(284,5) (284,6) 64
(285,5) (285,6) 579
(286,5) (286,6) 717
(287,5) (287,6) 76
(288,5) (288,6) 486
(289,5) (289,6) 69
(290,5) (290,6) 553
(291,5) (291,6) 874
(292,5) (292,6) 435
(293,5) (293,6) 78
(294,5) (294,6) 637
(295,5) (295,6) 949
(296,5) (296,6) 166
(297,5) (297,6) 662
(298,5) (298,6) 869
(299,5) (299,6) 519
(300,5) (300,6) 45
(301,5) (301,6) 309
(302,5) (302,6) 634
(303,5) (303,6) 691
(304,5) (304,6) 55
(305,5) (305,6) 140
(306,5) (306,6) 796
(307,5) (307,6) 186
(308,5) (308,6) 500
(309,5) (309,6) 705
(310,5) (310,6) 110
(311,5) (311,6) 633
(312,5) (312,6) 714
(313,5) (313,6) 541
(314,5) (314,6) 971
(315,5) (315,6) 668
(316,5) (316,6) 389
(317,5) (317,6) 954
(318,5) (318,6) 778
(319,5) (319,6) 307
(320,5) (320,6) 665
(321,5) (321,6) 342
(322,5) (322,6) 600
(323,5) (323,6) 818
(324,5) (324,6) 703
(325,5) (325,6) 677
(326,5) (326,6) 851
(327,5) (327,6) 495
(328,5) (328,6) 666
(329,5) (329,6) 803
(330,5) (330,6) 839
(331,5) (331,6) 813
(332,5) (332,6) 285
(333,5) (333,6) 822
(334,5) (334,6) 231
(335,5) (335,6) 941
(336,5) (336,6) 627
(337,5) (337,6) 929
(338,5) (338,6) 65
(339,5) (339,6) 796
(340,5) (340,6) 850
(341,5) (341,6) 245
(342,5) (342,6) 710
(343,5) (343,6) 687
(344,5) (344,6) 900
(345,5) (345,6) 691
(346,5) (346,6) 556
(347,5) (347,6) 763
(348,5) (348,6) 556
(349,5) (349,6) 821
(350,5) (350,6) 266
(351,5) (351,6) 689
(352,5) (352,6) 538
(353,5) (353,6) 282
(354,5) (354,6) 72
(355,5) (355,6) 382
(356,5) (356,6) 3
(357,5) (357,6) 336
(358,5) (358,6) 585
(359,5) (359,6) 601
(360,5) (360,6) 296
(361,5) (361,6) 499
(362,5) (362,6) 870
(363,5) (363,6) 790
(364,5) (364,6) 920
(365,5) (365,6) 964
(366,5) (366,6) 656
(367,5) (367,6) 535
(368,5) (368,6) 205
(369,5) (369,6) 285
(370,5) (370,6) 553
(371,5) (371,6) 402
(372,5) (372,6) 336
(373,5) (373,6) 384
(374,5) (374,6) 271
(375,5) (375,6) 790
(376,5) (376,6) 770
(377,5) (377,6) 55
(378,5) (378,6) 126
(379,5) (379,6) 359
(380,5) (380,6) 865
(381,5) (381,6) 359
(382,5) (382,6) 521
(383,5) (383,6) 761
(384,5) (384,6) 235
(385,5) (385,6) 446
(386,5) (386,6) 149
(387,5) (387,6) 833
(388,5) (388,6) 457
(389,5) (389,6) 307
(390,5) (390,6) 778
(391,5) (391,6) 310
(392,5) (392,6) 931
(393,5) (393,6) 332
(394,5) (394,6) 887
(395,5) (395,6) 751
(396,5) (396,6) 868
(397,5) (397,6) 138
(398,5) (398,6) 601
(399,5) (399,6) 22
(400,5) (400,6) 594
(401,5) (401,6) 762
(402,5) (402,6) 175
(403,5) (403,6) 338
(404,5) (404,6) 860
(405,5) (405,6) 629
(406,5) (406,6) 957
(407,5) (407,6) 114
(408,5) (408,6) 96
(409,5) (409,6) 966
(410,5) (410,6) 499
(411,5) (411,6) 525
(412,5) (412,6) 312
(413,5) (413,6) 667
(414,5) (414,6) 922
(415,5) (415,6) 999
(416,5) (416,6) 32
(417,5) (417,6) 573
(418,5) (418,6) 947
(419,5) (419,6) 390
(420,5) (420,6) 879
(421,5) (421,6) 754
(422,5) (422,6) 435
(423,5) (423,6) 971
(424,5) (424,6) 296
(425,5) (425,6) 114
(426,5) (426,6) 446
(427,5) (427,6) 387
(428,5) (428,6) 876
(429,5) (429,6) 598
(430,5) (430,6) 983
(431,5) (431,6) 973
(432,5) (432,6) 53
(433,5) (433,6) 828
(434,5) (434,6) 641
(435,5) (435,6) 454
(436,5) (436,6) 481
(437,5) (437,6) 39
(438,5) (438,6) 557
(439,5) (439,6) 616
(440,5) (440,6) 281
(441,5) (441,6) 740
(442,5) (442,6) 281
(443,5) (443,6) 513
(444,5) (444,6) 270
(445,5) (445,6) 535
(446,5) (446,6) 553
(447,5) (447,6) 824
(448,5) (448,6) 567
(449,5) (449,6) 124
(450,5) (450,6) 277
(451,5) (451,6) 882
(452,5) (452,6) 584
(453,5) (453,6) 193
(454,5) (454,6) 247
(455,5) (455,6) 186
(456,5) (456,6) 707
(457,5) (457,6) 528
(458,5) (458,6) 767
(459,5) (459,6) 448
(460,5) (460,6) 4
(461,5) (461,6) 755
(462,5) (462,6) 725
(463,5) (463,6) 920
(464,5) (464,6) 571
(465,5) (465,6) 872
(466,5) (466,6) 537
(467,5) (467,6) 363
(468,5) (468,6) 499
(469,5) (469,6) 948
(470,5) (470,6) 218
(471,5) (471,6) 939
(472,5) (472,6) 458
(473,5) (473,6) 804
(474,5) (474,6) 578
(475,5) (475,6) 495
(476,5) (476,6) 509
(477,5) (477,6) 806
(478,5) (478,6) 851
(479,5) (479,6) 806
(480,5) (480,6) 978
(481,5) (481,6) 326
(482,5) (482,6) 249
(483,5) (483,6) 377
(484,5) (484,6) 833
(485,5) (485,6) 60
(486,5) (486,6) 298
(487,5) (487,6) 481
(488,5) (488,6) 559
(489,5) (489,6) 107
(490,5) (490,6) 606
(491,5) (491,6) 424
(492,5) (492,6) 656
(493,5) (493,6) 541
(494,5) (494,6) 719
(495,5) (495,6) 459
(496,5) (496,6) 48
(497,5) (497,6) 745
(498,5) (498,6) 557
(499,5) (499,6) 804
(500,5) (500,6) 127
(501,5) (501,6) 239
(502,5) (502,6) 401
(503,5) (503,6) 407
(504,5) (504,6) 407
(505,5) (505,6) 666
(506,5) (506,6) 772
(507,5) (507,6) 122
(508,5) (508,6) 227
(509,5) (509,6) 244
(510,5) (510,6) 227
(511,5) (511,6) 183
(512,5) (512,6) 45
(513,5) (513,6) 912
(514,5) (514,6) 137
(515,5) (515,6) 558
(516,5) (516,6) 548
(517,5) (517,6) 160
(518,5) (518,6) 321
(519,5) (519,6) 667
(520,5) (520,6) 441
(521,5) (521,6) 686
(522,5) (522,6) 310
(523,5) (523,6) 608
(524,5) (524,6) 396
(525,5) (525,6) 400
(526,5) (526,6) 98
(527,5) (527,6) 515
(528,5) (528,6) 368
(529,5) (529,6) 797
(530,5) (530,6) 999
(531,5) (531,6) 783
(532,5) (532,6) 351
(533,5) (533,6) 659
(534,5) (534,6) 717
(535,5) (535,6) 872
(536,5) (536,6) 715
(537,5) (537,6) 219
(538,5) (538,6) 969
(539,5) (539,6) 608
(540,5) (540,6) 115
(541,5) (541,6) 997
(542,5) (542,6) 550
(543,5) (543,6) 383
(544,5) (544,6) 606
(545,5) (545,6) 13
(546,5) (546,6) 522
(547,5) (547,6) 559
(548,5) (548,6) 311
(549,5) (549,6) 183
(550,5) (550,6) 680
(551,5) (551,6) 37
(552,5) (552,6) 324
(553,5) (553,6) 142
(554,5) (554,6) 365
(555,5) (555,6) 595
(556,5) (556,6) 37
(557,5) (557,6) 864
(558,5) (558,6) 385
(559,5) (559,6) 531
(560,5) (560,6) 142
(561,5) (561,6) 789
(562,5) (562,6) 580
(563,5) (563,6) 718
(564,5) (564,6) 985
(565,5) (565,6) 118
(566,5) (566,6) 747
(567,5) (567,6) 243
(568,5) (568,6) 243
(569,5) (569,6) 699
(570,5) (570,6) 678
(571,5) (571,6) 739
(572,5) (572,6) 673
(573,5) (573,6) 797
(574,5) (574,6) 431
(575,5) (575,6) 576
(576,5) (576,6) 255
(577,5) (577,6) 450
(578,5) (578,6) 624
(579,5) (579,6) 998
(580,5) (580,6) 388
(581,5) (581,6) 462
(582,5) (582,6) 961
(583,5) (583,6) 330
(584,5) (584,6) 806
(585,5) (585,6) 494
(586,5) (586,6) 950
(587,5) (587,6) 567
(588,5) (588,6) 621
(589,5) (589,6) 1000
(590,5) (590,6) 369
(591,5) (591,6) 63
(592,5) (592,6) 415
(593,5) (593,6) 255
(594,5) (594,6) 113
(595,5) (595,6) 14
(596,5) (596,6) 960
(597,5) (597,6) 475
(598,5) (598,6) 334
(599,5) (599,6) 683
(600,5) (600,6) 755
(601,5) (601,6) 629
(602,5) (602,6) 535
(603,5) (603,6) 656
(604,5) (604,6) 569
(605,5) (605,6) 112
(606,5) (606,6) 722
(607,5) (607,6) 472
(608,5) (608,6) 148
(609,5) (609,6) 770
(610,5) (610,6) 735
(611,5) (611,6) 888
(612,5) (612,6) 337
(613,5) (613,6) 89
(614,5) (614,6) 2
(615,5) (615,6) 862
(616,5) (616,6) 481
(617,5) (617,6) 627
(618,5) (618,6) 748
(619,5) (619,6) 774
(620,5) (620,6) 738
(621,5) (621,6) 558
(622,5) (622,6) 797
(623,5) (623,6) 948
(624,5) (624,6) 966
(625,5) (625,6) 791
(626,5) (626,6) 488
(627,5) (627,6) 459
(628,5) (628,6) 400
(629,5) (629,6) 726
(630,5) (630,6) 154
(631,5) (631,6) 732
(632,5) (632,6) 798
(633,5) (633,6) 957
(634,5) (634,6) 824
(635,5) (635,6) 914
(636,5) (636,6) 703
(637,5) (637,6) 849
(638,5) (638,6) 988
(639,5) (639,6) 426
(640,5) (640,6) 627
(641,5) (641,6) 626
(642,5) (642,6) 259
(643,5) (643,6) 929
(644,5) (644,6) 529
(645,5) (645,6) 269
(646,5) (646,6) 999
(647,5) (647,6) 261
(648,5) (648,6) 833
(649,5) (649,6) 928
(650,5) (650,6) 180
(651,5) (651,6) 933
(652,5) (652,6) 615
(653,5) (653,6) 37
(654,5) (654,6) 553
(655,5) (655,6) 389
(656,5) (656,6) 464
(657,5) (657,6) 320
(658,5) (658,6) 886
(659,5) (659,6) 281
(660,5) (660,6) 701
(661,5) (661,6) 811
(662,5) (662,6) 284
(663,5) (663,6) 42
(664,5) (664,6) 289
(665,5) (665,6) 937
(666,5) (666,6) 52
(667,5) (667,6) 423
(668,5) (668,6) 152
(669,5) (669,6) 734
(670,5) (670,6) 664
(671,5) (671,6) 387
(672,5) (672,6) 934
(673,5) (673,6) 773
(674,5) (674,6) 496
(675,5) (675,6) 428
(676,5) (676,6) 952
(677,5) (677,6) 204
(678,5) (678,6) 571
(679,5) (679,6) 604
(680,5) (680,6) 683
(681,5) (681,6) 474
(682,5) (682,6) 123
(683,5) (683,6) 48
(684,5) (684,6) 896
(685,5) (685,6) 697
(686,5) (686,6) 786
(687,5) (687,6) 46
(688,5) (688,6) 513
(689,5) (689,6) 823
(690,5) (690,6) 582
(691,5) (691,6) 627
(692,5) (692,6) 91
(693,5) (693,6) 390
(694,5) (694,6) 759
(695,5) (695,6) 610
(696,5) (696,6) 103
(697,5) (697,6) 898
(698,5) (698,6) 393
(699,5) (699,6) 145
(700,5) (700,6) 927
(701,5) (701,6) 811
(702,5) (702,6) 843
(703,5) (703,6) 510
(704,5) (704,6) 169
(705,5) (705,6) 648
(706,5) (706,6) 330
(707,5) (707,6) 206
(708,5) (708,6) 163
(709,5) (709,6) 292
(710,5) (710,6) 210
(711,5) (711,6) 86
(712,5) (712,6) 315
(713,5) (713,6) 597
(714,5) (714,6) 995
(715,5) (715,6) 83
(716,5) (716,6) 313
(717,5) (717,6) 438
(718,5) (718,6) 332
(719,5) (719,6) 803
(720,5) (720,6) 309
(721,5) (721,6) 623
(722,5) (722,6) 686
(723,5) (723,6) 462
(724,5) (724,6) 30
(725,5) (725,6) 315
(726,5) (726,6) 415
(727,5) (727,6) 991
(728,5) (728,6) 134
(729,5) (729,6) 311
(730,5) (730,6) 810
(731,5) (731,6) 493
(732,5) (732,6) 319
(733,5) (733,6) 562
(734,5) (734,6) 616
(735,5) (735,6) 367
(736,5) (736,6) 633
(737,5) (737,6) 751
(738,5) (738,6) 773
(739,5) (739,6) 588
(740,5) (740,6) 228
(741,5) (741,6) 719
(742,5) (742,6) 273
(743,5) (743,6) 407
(744,5) (744,6) 869
(745,5) (745,6) 604
(746,5) (746,6) 209
(747,5) (747,6) 545
(748,5) (748,6) 631
(749,5) (749,6) 432
(750,5) (750,6) 201
(751,5) (751,6) 353
(752,5) (752,6) 135
(753,5) (753,6) 325
(754,5) (754,6) 529
(755,5) (755,6) 238
(756,5) (756,6) 851
(757,5) (757,6) 294
(758,5) (758,6) 849
(759,5) (759,6) 774
(760,5) (760,6) 831
(761,5) (761,6) 249
(762,5) (762,6) 290
(763,5) (763,6) 487
(764,5) (764,6) 190
(765,5) (765,6) 752
(766,5) (766,6) 579
(767,5) (767,6) 770
(768,5) (768,6) 754
(769,5) (769,6) 421
(770,5) (770,6) 596
(771,5) (771,6) 207
(772,5) (772,6) 881
(773,5) (773,6) 907
(774,5) (774,6) 411
(775,5) (775,6) 27
(776,5) (776,6) 652
(777,5) (777,6) 867
(778,5) (778,6) 465
(779,5) (779,6) 791
(780,5) (780,6) 724
(781,5) (781,6) 868
(782,5) (782,6) 87
(783,5) (783,6) 179
(784,5) (784,6) 59
(785,5) (785,6) 644
(786,5) (786,6) 818
(787,5) (787,6) 575
(788,5) (788,6) 941
(789,5) (789,6) 195
(790,5) (790,6) 65
(791,5) (791,6) 905
(792,5) (792,6) 273
(793,5) (793,6) 927
(794,5) (794,6) 359
(795,5) (795,6) 730
(796,5) (796,6) 64
(797,5) (797,6) 233
(798,5) (798,6) 785
(799,5) (799,6) 19
(800,5) (800,6) 296
(801,5) (801,6) 478
(802,5) (802,6) 581
(803,5) (803,6) 318
(804,5) (804,6) 829
(805,5) (805,6) 354
(806,5) (806,6) 549
(807,5) (807,6) 375
(808,5) (808,6) 957
(809,5) (809,6) 63
(810,5) (810,6) 407
(811,5) (811,6) 241
(812,5) (812,6) 750
(813,5) (813,6) 740
(814,5) (814,6) 802
(815,5) (815,6) 877
(816,5) (816,6) 695
(817,5) (817,6) 145
(818,5) (818,6) 615
(819,5) (819,6) 477
(820,5) (820,6) 816
(821,5) (821,6) 22
(822,5) (822,6) 1
(823,5) (823,6) 998
(824,5) (824,6) 822
(825,5) (825,6) 562
(826,5) (826,6) 339
(827,5) (827,6) 436
(828,5) (828,6) 111
(829,5) (829,6) 585
(830,5) (830,6) 725
(831,5) (831,6) 103
(832,5) (832,6) 318
(833,5) (833,6) 791
(834,5) (834,6) 906
(835,5) (835,6) 371
(836,5) (836,6) 348
(837,5) (837,6) 202
(838,5) (838,6) 353
(839,5) (839,6) 702
(840,5) (840,6) 75
